"","SAMPID","SMTS"
"9205","GTEX-1HKZK-1926-SM-9WPPK","Testis"
"9206","GTEX-1HKZK-2026-SM-9WYUF","Colon"
"9207","GTEX-1HKZK-2126-SM-A9SL3","Colon"
"9208","GTEX-1HR98-0005-SM-A9SKM","Blood"
"9209","GTEX-1HR98-0011-R1a-SM-ARZLQ","Brain"
"9210","GTEX-1HR98-0011-R2a-SM-ARL7A","Brain"
"9211","GTEX-1HR98-0011-R3b-SM-A9G1U","Brain"
"9212","GTEX-1HR98-0011-R5a-SM-A9G1V","Brain"
"9213","GTEX-1HR98-0011-R9b-SM-ARL79","Brain"
"9214","GTEX-1HR98-0126-SM-B2LWI","Skin"
"9215","GTEX-1HR98-0226-SM-CGQEK","Adipose Tissue"
"9216","GTEX-1HR98-0326-SM-CGQEL","Thyroid"
"9217","GTEX-1HR98-0426-SM-COH36","Breast"
"9218","GTEX-1HR98-0526-SM-COH37","Nerve"
"9219","GTEX-1HR98-0626-SM-CL546","Blood Vessel"
"9220","GTEX-1HR98-1026-SM-CKZOM","Heart"
"9221","GTEX-1HR98-2226-SM-ADEI2","Skin"
"9222","GTEX-1HR98-3026-SM-CNPPK","Brain"
"9223","GTEX-1HR98-3126-SM-CNNQ9","Pituitary"
"9224","GTEX-1HR9M-0005-SM-AHZ26","Blood"
"9225","GTEX-1HR9M-0011-R10a-SM-CM2SU","Brain"
"9226","GTEX-1HR9M-0011-R5a-SM-ARU72","Brain"
"9227","GTEX-1HR9M-0011-R6a-SM-ARU6Z","Brain"
"9228","GTEX-1HR9M-0226-SM-COH3E","Adipose Tissue"
"9229","GTEX-1HR9M-0326-SM-CL549","Muscle"
"9230","GTEX-1HR9M-0426-SM-CMKGM","Nerve"
"9231","GTEX-1HR9M-0526-SM-ACKVP","Blood Vessel"
"9232","GTEX-1HR9M-0626-SM-A96S6","Thyroid"
"9233","GTEX-1HR9M-1426-SM-A9SMB","Adipose Tissue"
"9234","GTEX-1HR9M-2226-SM-CNPPY","Skin"
"9235","GTEX-1HR9M-2326-SM-CNPPZ","Stomach"
"9236","GTEX-1HR9M-2426-SM-ACKXI","Breast"
"9237","GTEX-1HR9M-2526-SM-A9G3J","Salivary Gland"
"9238","GTEX-1HR9M-2926-SM-ACKVO","Pituitary"
"9239","GTEX-1HSEH-0126-SM-ACKXN","Skin"
"9240","GTEX-1HSEH-0226-SM-ACKVV","Adipose Tissue"
"9241","GTEX-1HSEH-0326-SM-A9G26","Muscle"
"9242","GTEX-1HSEH-0426-SM-ACKVW","Blood Vessel"
"9243","GTEX-1HSEH-0526-SM-ADEJ1","Nerve"
"9244","GTEX-1HSEH-0726-SM-B2LXD","Testis"
"9245","GTEX-1HSEH-0826-SM-B2LXE","Thyroid"
"9246","GTEX-1HSEH-1326-SM-ADEI1","Adipose Tissue"
"9247","GTEX-1HSEH-1426-SM-B2LXF","Esophagus"
"9248","GTEX-1HSEH-1526-SM-B2LXG","Stomach"
"9249","GTEX-1HSEH-1726-SM-B2LXH","Colon"
"9250","GTEX-1HSEH-1826-SM-A96SA","Salivary Gland"
"9251","GTEX-1HSEH-1926-SM-A96SB","Colon"
"9252","GTEX-1HSEH-2026-SM-ADEHN","Breast"
"9253","GTEX-1HSGN-0003-SM-EZ6M3","Blood"
"9254","GTEX-1HSGN-0006-SM-ACKVH","Blood"
"9255","GTEX-1HSGN-0126-SM-CGQFU","Adipose Tissue"
"9256","GTEX-1HSGN-0226-SM-CGQFV","Skin"
"9257","GTEX-1HSGN-0326-SM-ACKXQ","Muscle"
"9258","GTEX-1HSGN-0426-SM-CGQFW","Nerve"
"9259","GTEX-1HSGN-0526-SM-ADEHQ","Blood Vessel"
"9260","GTEX-1HSGN-0626-SM-A9G2E","Salivary Gland"
"9261","GTEX-1HSGN-0726-SM-A9G2F","Thyroid"
"9262","GTEX-1HSGN-0826-SM-ACKW3","Skin"
"9263","GTEX-1HSGN-0926-SM-CNNQM","Heart"
"9264","GTEX-1HSGN-1026-SM-CNPQ1","Blood Vessel"
"9265","GTEX-1HSGN-1126-SM-CJI4G","Heart"
"9266","GTEX-1HSGN-1226-SM-CGQFT","Blood Vessel"
"9267","GTEX-1HSGN-1426-SM-A8NAA","Pancreas"
"9268","GTEX-1HSGN-1526-SM-A9SMO","Breast"
"9269","GTEX-1HSGN-1626-SM-A96U2","Esophagus"
"9270","GTEX-1HSGN-1726-SM-B2LXX","Esophagus"
"9271","GTEX-1HSGN-1826-SM-CL54H","Esophagus"
"9272","GTEX-1HSGN-1926-SM-CMKGS","Adipose Tissue"
"9273","GTEX-1HSGN-2226-SM-A9SL6","Colon"
"9274","GTEX-1HSGN-2326-SM-A9G1D","Uterus"
"9275","GTEX-1HSGN-2426-SM-C1YRI","Ovary"
"9276","GTEX-1HSGN-2626-SM-CE6S1","Colon"
"9277","GTEX-1HSKV-0001-SM-EZ6M6","Blood"
"9278","GTEX-1HSKV-0006-SM-ARZL9","Blood"
"9279","GTEX-1HSKV-0011-R10b-SM-CMKH6","Brain"
"9280","GTEX-1HSKV-0011-R11b-SM-AHZ2E","Brain"
"9281","GTEX-1HSKV-0011-R1b-SM-CMKH7","Brain"
"9282","GTEX-1HSKV-0011-R5b-SM-ARZLN","Brain"
"9283","GTEX-1HSKV-0011-R8a-SM-CL54X","Brain"
"9284","GTEX-1HSKV-0126-SM-E6CI1","Muscle"
"9285","GTEX-1HSKV-0226-SM-A9SKJ","Skin"
"9286","GTEX-1HSKV-0326-SM-ADEJC","Adipose Tissue"
"9287","GTEX-1HSKV-0426-SM-ADEIY","Nerve"
"9288","GTEX-1HSKV-0526-SM-COH38","Blood Vessel"
"9289","GTEX-1HSKV-0626-SM-CNPPL","Blood Vessel"
"9290","GTEX-1HSKV-0726-SM-ACKWE","Heart"
"9291","GTEX-1HSKV-0926-SM-CGQEM","Blood Vessel"
"9292","GTEX-1HSKV-1026-SM-B2LWK","Thyroid"
"9293","GTEX-1HSKV-1126-SM-ADEIA","Lung"
"9294","GTEX-1HSKV-1226-SM-ADEI4","Skin"
"9295","GTEX-1HSKV-1726-SM-C1YRO","Prostate"
"9296","GTEX-1HSKV-1826-SM-CNPPM","Testis"
"9297","GTEX-1HSKV-1926-SM-CNPPN","Adipose Tissue"
"9298","GTEX-1HSKV-2026-SM-CMKGX","Breast"
"9299","GTEX-1HSKV-2326-SM-A9SL9","Colon"
"9300","GTEX-1HSKV-2426-SM-A8N8K","Esophagus"
"9301","GTEX-1HSKV-2626-SM-CNPPO","Esophagus"
"9302","GTEX-1HSKV-2926-SM-B2LWJ","Brain"
"9303","GTEX-1HSKV-3026-SM-A96SL","Brain"
"9304","GTEX-1HSKV-3126-SM-CNNQA","Pituitary"
"9305","GTEX-1HSMO-0002-SM-EZ6M4","Blood"
"9306","GTEX-1HSMO-0005-SM-ADEGW","Blood"
"9307","GTEX-1HSMO-0011-R10a-SM-CL54Y","Brain"
"9308","GTEX-1HSMO-0011-R1a-SM-CM2SV","Brain"
"9309","GTEX-1HSMO-0011-R2a-SM-CL553","Brain"
"9310","GTEX-1HSMO-0011-R9b-SM-CM2T2","Brain"
"9311","GTEX-1HSMO-0126-SM-CL547","Skin"
"9312","GTEX-1HSMO-0226-SM-CGQEZ","Adipose Tissue"
"9313","GTEX-1HSMO-0326-SM-CGQF1","Nerve"
"9314","GTEX-1HSMO-0526-SM-ACKXB","Muscle"
"9315","GTEX-1HSMO-0626-SM-ACKXC","Skin"
"9316","GTEX-1HSMO-0726-SM-A96TM","Thyroid"
"9317","GTEX-1HSMO-0826-SM-ADEIV","Breast"
"9318","GTEX-1HSMO-0926-SM-A96S7","Lung"
"9319","GTEX-1HSMO-1126-SM-CGQF2","Heart"
"9320","GTEX-1HSMO-1226-SM-CL548","Heart"
"9321","GTEX-1HSMO-1426-SM-CNNQN","Adipose Tissue"
"9322","GTEX-1HSMO-1726-SM-A9SKO","Esophagus"
"9323","GTEX-1HSMO-2026-SM-CNNQO","Pancreas"
"9324","GTEX-1HSMO-2326-SM-CGQF3","Prostate"
"9325","GTEX-1HSMO-2426-SM-A9G24","Testis"
"9326","GTEX-1HSMO-2526-SM-A9SKP","Colon"
"9327","GTEX-1HSMO-2926-SM-C1YR5","Brain"
"9328","GTEX-1HSMO-3026-SM-A9G3F","Brain"
"9329","GTEX-1HSMO-3126-SM-CNNQP","Pituitary"
"9330","GTEX-1HSMP-0006-SM-AHZ25","Blood"
"9331","GTEX-1HSMP-0126-SM-E6CJS","Skin"
"9332","GTEX-1HSMP-0226-SM-CGQFI","Adipose Tissue"
"9333","GTEX-1HSMP-0326-SM-A9SMC","Muscle"
"9334","GTEX-1HSMP-0526-SM-B2LXI","Blood Vessel"
"9335","GTEX-1HSMP-0826-SM-A9SKW","Blood Vessel"
"9336","GTEX-1HSMP-0926-SM-A9SKX","Skin"
"9337","GTEX-1HSMP-1126-SM-B2LXJ","Adipose Tissue"
"9338","GTEX-1HSMP-1326-SM-A96TR","Lung"
"9339","GTEX-1HSMP-1826-SM-E9TIB","Esophagus"
"9340","GTEX-1HSMP-2326-SM-D3L8R","Colon"
"9341","GTEX-1HSMQ-0001-SM-EZ6M5","Blood"
"9342","GTEX-1HSMQ-0006-SM-ARU6N","Blood"
"9343","GTEX-1HSMQ-0126-SM-D4P2I","Spleen"
"9344","GTEX-1HSMQ-0226-SM-C1YQL","Heart"
"9345","GTEX-1HSMQ-0326-SM-D4P2J","Blood Vessel"
"9346","GTEX-1HSMQ-0426-SM-ADEIM","Heart"
"9347","GTEX-1HSMQ-0526-SM-A96TY","Thyroid"
"9348","GTEX-1HSMQ-0626-SM-CL54A","Blood Vessel"
"9349","GTEX-1HSMQ-0726-SM-B2LXY","Lung"
"9350","GTEX-1HSMQ-0926-SM-A96SI","Salivary Gland"
"9351","GTEX-1HSMQ-1026-SM-ADEHU","Adipose Tissue"
"9352","GTEX-1HSMQ-1226-SM-CGQFX","Skin"
"9353","GTEX-1HSMQ-1326-SM-ADEHS","Muscle"
"9354","GTEX-1HSMQ-1426-SM-ADEHT","Adipose Tissue"
"9355","GTEX-1HSMQ-1526-SM-ADEIB","Nerve"
"9356","GTEX-1HSMQ-1626-SM-CGQFY","Blood Vessel"
"9357","GTEX-1HSMQ-1726-SM-B2LXZ","Testis"
"9358","GTEX-1HSMQ-1826-SM-A9SMJ","Prostate"
"9359","GTEX-1HSMQ-1926-SM-A9G3O","Esophagus"
"9360","GTEX-1HSMQ-2026-SM-B2LY1","Esophagus"
"9361","GTEX-1HSMQ-2126-SM-CJI3E","Esophagus"
"9362","GTEX-1HSMQ-2226-SM-C1YRD","Small Intestine"
"9363","GTEX-1HSMQ-2426-SM-CE6RY","Stomach"
"9364","GTEX-1HSMQ-2526-SM-A9SMK","Colon"
"9365","GTEX-1HSMQ-2626-SM-A9SML","Skin"
"9366","GTEX-1HSMQ-2726-SM-C1YRE","Colon"
"9367","GTEX-1HT8W-0006-SM-A9G17","Blood"
"9368","GTEX-1HT8W-0011-R1b-SM-CJI3V","Brain"
"9369","GTEX-1HT8W-0011-R2a-SM-CMKH9","Brain"
"9370","GTEX-1HT8W-0011-R5b-SM-CJI3P","Brain"
"9371","GTEX-1HT8W-0011-R6a-SM-CM2SY","Brain"
"9372","GTEX-1HT8W-0011-R7b-SM-CMKH8","Brain"
"9373","GTEX-1HT8W-0011-R8b-SM-CM2SX","Brain"
"9374","GTEX-1HT8W-0126-SM-CNPPP","Skin"
"9375","GTEX-1HT8W-0226-SM-CMKGT","Adipose Tissue"
"9376","GTEX-1HT8W-0326-SM-CM2SG","Muscle"
"9377","GTEX-1HT8W-0426-SM-ADEJA","Nerve"
"9378","GTEX-1HT8W-0526-SM-ACKW9","Blood Vessel"
"9379","GTEX-1HT8W-0626-SM-A9G2H","Skin"
"9380","GTEX-1HT8W-0726-SM-A9SLB","Adipose Tissue"
"9381","GTEX-1HT8W-0826-SM-C1YRJ","Liver"
"9382","GTEX-1HT8W-1326-SM-CGQEN","Heart"
"9383","GTEX-1HT8W-1426-SM-CE6S2","Lung"
"9384","GTEX-1HT8W-1526-SM-CE6S3","Thyroid"
"9385","GTEX-1HT8W-1726-SM-CNNQB","Heart"
"9386","GTEX-1HT8W-1826-SM-ADEJD","Blood Vessel"
"9387","GTEX-1HT8W-2026-SM-CNNQC","Esophagus"
"9388","GTEX-1HT8W-2126-SM-ACKW7","Esophagus"
"9389","GTEX-1HT8W-2226-SM-CGQEC","Breast"
"9390","GTEX-1HT8W-2326-SM-A9SLA","Stomach"
"9391","GTEX-1HT8W-3026-SM-CGQEO","Brain"
"9392","GTEX-1HT8W-3126-SM-CNNQD","Pituitary"
"9393","GTEX-1HUB1-0005-SM-ARL74","Blood"
"9394","GTEX-1HUB1-0011-R11b-SM-CE6SC","Brain"
"9395","GTEX-1HUB1-0011-R3b-SM-CKZOX","Brain"
"9396","GTEX-1HUB1-0011-R5a-SM-CKZOY","Brain"
"9397","GTEX-1HUB1-0011-R6b-SM-ARU6W","Brain"
"9398","GTEX-1HUB1-0126-SM-E9U4T","Nerve"
"9399","GTEX-1HUB1-0226-SM-ADEHI","Blood Vessel"
"9400","GTEX-1HUB1-0326-SM-A9SKQ","Adipose Tissue"
"9401","GTEX-1HUB1-0426-SM-E9U4U","Skin"
"9402","GTEX-1HUB1-0526-SM-CL54N","Muscle"
"9403","GTEX-1HUB1-0626-SM-CYPR9","Blood Vessel"
"9404","GTEX-1HUB1-0726-SM-CGQF4","Heart"
"9405","GTEX-1HUB1-1226-SM-B2LWX","Thyroid"
"9406","GTEX-1HUB1-1426-SM-CGQF5","Skin"
"9407","GTEX-1HUB1-1526-SM-CGQF6","Adipose Tissue"
"9408","GTEX-1HUB1-1626-SM-CM2SL","Breast"
"9409","GTEX-1HUB1-2026-SM-A96S8","Testis"
"9410","GTEX-1HUB1-2926-SM-ACKXA","Brain"
"9411","GTEX-1I19N-0006-SM-A9G18","Blood"
"9412","GTEX-1I19N-0011-R11b-SM-ARU6Y","Brain"
"9413","GTEX-1I19N-0011-R5b-SM-ARU6X","Brain"
"9414","GTEX-1I19N-0011-R6b-SM-CY8GC","Brain"
"9415","GTEX-1I19N-0011-R9a-SM-CMKHN","Brain"
"9416","GTEX-1I19N-0126-SM-CYPSF","Skin"
"9417","GTEX-1I19N-0226-SM-CE6ST","Thyroid"
"9418","GTEX-1I19N-0326-SM-ACKVX","Skin"
"9419","GTEX-1I19N-0426-SM-ACKVY","Adipose Tissue"
"9420","GTEX-1I19N-0526-SM-A9G27","Lung"
"9421","GTEX-1I19N-0626-SM-A9SKY","Heart"
"9422","GTEX-1I19N-1026-SM-A96TT","Adipose Tissue"
"9423","GTEX-1I19N-1826-SM-CGQFJ","Nerve"
"9424","GTEX-1I19N-1926-SM-CM2TF","Blood Vessel"
"9425","GTEX-1I19N-2026-SM-ACKXJ","Muscle"
"9426","GTEX-1I19N-2226-SM-A96TS","Prostate"
"9427","GTEX-1I19N-2826-SM-CL55D","Breast"
"9428","GTEX-1I19N-3026-SM-CL55E","Brain"
"9429","GTEX-1I19N-3126-SM-CNNQQ","Pituitary"
"9430","GTEX-1I1CD-0005-SM-ADEGY","Blood"
"9431","GTEX-1I1CD-0011-R10b-SM-CJI3W","Brain"
"9432","GTEX-1I1CD-0011-R2a-SM-CM2T3","Brain"
"9433","GTEX-1I1CD-0011-R6b-SM-CJI3Y","Brain"
"9434","GTEX-1I1CD-0011-R7a-SM-CMKHA","Brain"
"9435","GTEX-1I1CD-0011-R8b-SM-CJI3X","Brain"
"9436","GTEX-1I1CD-0011-R9a-SM-CMKHB","Brain"
"9437","GTEX-1I1CD-0126-SM-CM2TK","Skin"
"9438","GTEX-1I1CD-0226-SM-CM2TL","Adipose Tissue"
"9439","GTEX-1I1CD-0426-SM-ADEJ6","Nerve"
"9440","GTEX-1I1CD-0526-SM-CL55H","Blood Vessel"
"9441","GTEX-1I1CD-0626-SM-CE6SW","Skin"
"9442","GTEX-1I1CD-0926-SM-CL55I","Lung"
"9443","GTEX-1I1CD-1026-SM-COH3G","Adipose Tissue"
"9444","GTEX-1I1CD-1226-SM-CNPQ2","Blood Vessel"
"9445","GTEX-1I1CD-1326-SM-A9SMM","Heart"
"9446","GTEX-1I1CD-1726-SM-A9G3P","Esophagus"
"9447","GTEX-1I1CD-2826-SM-A9SL4","Colon"
"9448","GTEX-1I1CD-2926-SM-A96SJ","Brain"
"9449","GTEX-1I1CD-3026-SM-B2LY2","Brain"
"9450","GTEX-1I1GP-0006-SM-A96RJ","Blood"
"9451","GTEX-1I1GP-0008-SM-EXUT6","Skin"
"9452","GTEX-1I1GP-0126-SM-CYPSG","Nerve"
"9453","GTEX-1I1GP-0226-SM-CYPSC","Blood Vessel"
"9454","GTEX-1I1GP-0326-SM-CNPQ4","Thyroid"
"9455","GTEX-1I1GP-0426-SM-COH3N","Breast"
"9456","GTEX-1I1GP-0526-SM-ARL7G","Lung"
"9457","GTEX-1I1GP-0626-SM-ARL7H","Heart"
"9458","GTEX-1I1GP-0726-SM-B2LVP","Blood Vessel"
"9459","GTEX-1I1GP-0826-SM-A96SD","Heart"
"9460","GTEX-1I1GP-0926-SM-COH3O","Blood Vessel"
"9461","GTEX-1I1GP-1026-SM-C1YRZ","Esophagus"
"9462","GTEX-1I1GP-1126-SM-ARL7I","Esophagus"
"9463","GTEX-1I1GP-1226-SM-A96SC","Esophagus"
"9464","GTEX-1I1GP-1326-SM-A9G28","Skin"
"9465","GTEX-1I1GP-1426-SM-ACKVZ","Adipose Tissue"
"9466","GTEX-1I1GP-1826-SM-C1YS1","Adrenal Gland"
"9467","GTEX-1I1GP-1926-SM-CNNQU","Kidney"
"9468","GTEX-1I1GP-2026-SM-CE6SZ","Prostate"
"9469","GTEX-1I1GP-2126-SM-CKZPJ","Muscle"
"9470","GTEX-1I1GP-2226-SM-CGQFK","Skin"
"9471","GTEX-1I1GP-2326-SM-CGQFL","Adipose Tissue"
"9472","GTEX-1I1GP-2426-SM-B2LXK","Testis"
"9473","GTEX-1I1GP-2826-SM-A9SKZ","Colon"
"9474","GTEX-1I1GP-3126-SM-C1YS2","Pituitary"
"9475","GTEX-1I1GQ-0005-SM-ARU6O","Blood"
"9476","GTEX-1I1GQ-0011-R11b-SM-CKZPA","Brain"
"9477","GTEX-1I1GQ-0011-R1a-SM-CY8GG","Brain"
"9478","GTEX-1I1GQ-0011-R5a-SM-CMKHJ","Brain"
"9479","GTEX-1I1GQ-0011-R6b-SM-CE6SE","Brain"
"9480","GTEX-1I1GQ-0011-R7a-SM-CJI41","Brain"
"9481","GTEX-1I1GQ-0011-R8a-SM-C1YRS","Brain"
"9482","GTEX-1I1GQ-0126-SM-COH3H","Skin"
"9483","GTEX-1I1GQ-0226-SM-COH3I","Adipose Tissue"
"9484","GTEX-1I1GQ-0326-SM-A9SKS","Muscle"
"9485","GTEX-1I1GQ-0426-SM-ACKVR","Nerve"
"9486","GTEX-1I1GQ-0526-SM-ARL7W","Blood Vessel"
"9487","GTEX-1I1GQ-0826-SM-CNNQR","Thyroid"
"9488","GTEX-1I1GQ-1026-SM-CNNQS","Adipose Tissue"
"9489","GTEX-1I1GQ-1126-SM-CNNQT","Lung"
"9490","GTEX-1I1GQ-1226-SM-CL55J","Heart"
"9491","GTEX-1I1GQ-1326-SM-CM2TM","Blood Vessel"
"9492","GTEX-1I1GQ-1426-SM-B2LWY","Heart"
"9493","GTEX-1I1GQ-1526-SM-ACKVQ","Blood Vessel"
"9494","GTEX-1I1GQ-1626-SM-A9SKR","Esophagus"
"9495","GTEX-1I1GQ-1726-SM-B2LWZ","Esophagus"
"9496","GTEX-1I1GQ-2026-SM-ARU7F","Adrenal Gland"
"9497","GTEX-1I1GQ-2226-SM-B2LX1","Pancreas"
"9498","GTEX-1I1GQ-3026-SM-CL55K","Brain"
"9499","GTEX-1I1GQ-3126-SM-CGQF7","Pituitary"
"9500","GTEX-1I1GR-0006-SM-ARL75","Blood"
"9501","GTEX-1I1GR-0011-R11a-SM-CM2T5","Brain"
"9502","GTEX-1I1GR-0011-R3a-SM-CM2T4","Brain"
"9503","GTEX-1I1GR-0011-R4a-SM-CMKHC","Brain"
"9504","GTEX-1I1GR-0011-R5a-SM-CMKHD","Brain"
"9505","GTEX-1I1GR-0011-R6a-SM-CMKHI","Brain"
"9506","GTEX-1I1GR-0126-SM-CL55F","Skin"
"9507","GTEX-1I1GR-0226-SM-CMKHQ","Adipose Tissue"
"9508","GTEX-1I1GR-0326-SM-CKZPI","Muscle"
"9509","GTEX-1I1GR-0426-SM-CM2TG","Nerve"
"9510","GTEX-1I1GR-0526-SM-CGQEP","Blood Vessel"
"9511","GTEX-1I1GR-0726-SM-B2LWL","Lung"
"9512","GTEX-1I1GR-1026-SM-A9SLC","Heart"
"9513","GTEX-1I1GR-1126-SM-A9G2I","Thyroid"
"9514","GTEX-1I1GR-1226-SM-ACKWA","Esophagus"
"9515","GTEX-1I1GR-1326-SM-ARU7B","Esophagus"
"9516","GTEX-1I1GR-1426-SM-CY8H8","Esophagus"
"9517","GTEX-1I1GR-1526-SM-CNNQE","Liver"
"9518","GTEX-1I1GR-1726-SM-COH39","Adipose Tissue"
"9519","GTEX-1I1GR-2226-SM-ARL7F","Colon"
"9520","GTEX-1I1GR-2526-SM-CNNQF","Colon"
"9521","GTEX-1I1GR-2926-SM-CNNQG","Brain"
"9522","GTEX-1I1GR-3026-SM-ARU7C","Pituitary"
"9523","GTEX-1I1GS-0005-SM-DHXIW","Blood"
"9524","GTEX-1I1GS-0011-R11a-SM-C1YRU","Brain"
"9525","GTEX-1I1GS-0011-R1a-SM-CJI43","Brain"
"9526","GTEX-1I1GS-0011-R2b-SM-CMKHG","Brain"
"9527","GTEX-1I1GS-0011-R3b-SM-CYPS7","Brain"
"9528","GTEX-1I1GS-0011-R5a-SM-CKZPC","Brain"
"9529","GTEX-1I1GS-0011-R6b-SM-CMKHE","Brain"
"9530","GTEX-1I1GS-0011-R7a-SM-CM2T6","Brain"
"9531","GTEX-1I1GS-0011-R8b-SM-CKZPE","Brain"
"9532","GTEX-1I1GS-0011-R9b-SM-CMKHF","Brain"
"9533","GTEX-1I1GS-0126-SM-B2LVW","Skin"
"9534","GTEX-1I1GS-0226-SM-B2LVX","Adipose Tissue"
"9535","GTEX-1I1GS-0326-SM-ARL7X","Muscle"
"9536","GTEX-1I1GS-0726-SM-C1YS7","Thyroid"
"9537","GTEX-1I1GS-0926-SM-A9SL5","Adipose Tissue"
"9538","GTEX-1I1GS-1226-SM-EXOHJ","Blood Vessel"
"9539","GTEX-1I1GS-1426-SM-COH3W","Lung"
"9540","GTEX-1I1GS-1826-SM-C1YS8","Testis"
"9541","GTEX-1I1GS-2126-SM-ARU7G","Esophagus"
"9542","GTEX-1I1GS-2626-SM-B2LY3","Skin"
"9543","GTEX-1I1GS-3226-SM-CNNR5","Pituitary"
"9544","GTEX-1I1GT-0003-SM-EZ6M8","Blood"
"9545","GTEX-1I1GT-0005-SM-A9SK5","Blood"
"9546","GTEX-1I1GT-0126-SM-B2LWM","Adrenal Gland"
"9547","GTEX-1I1GT-0326-SM-ADEI7","Blood Vessel"
"9548","GTEX-1I1GT-0426-SM-ADEI8","Nerve"
"9549","GTEX-1I1GT-0526-SM-CGQEQ","Adipose Tissue"
"9550","GTEX-1I1GT-0626-SM-CGQER","Skin"
"9551","GTEX-1I1GT-0726-SM-B2LWN","Muscle"
"9552","GTEX-1I1GT-0826-SM-B2LWO","Thyroid"
"9553","GTEX-1I1GT-0926-SM-AHZ2G","Pancreas"
"9554","GTEX-1I1GT-1026-SM-ARZLV","Skin"
"9555","GTEX-1I1GT-1126-SM-ARL7J","Breast"
"9556","GTEX-1I1GT-1226-SM-B2LVK","Vagina"
"9557","GTEX-1I1GT-1326-SM-ACKWB","Adipose Tissue"
"9558","GTEX-1I1GT-1526-SM-ARL7K","Esophagus"
"9559","GTEX-1I1GT-1626-SM-B2LWR","Esophagus"
"9560","GTEX-1I1GT-1726-SM-C1YS3","Stomach"
"9561","GTEX-1I1GT-1826-SM-ARZLW","Small Intestine"
"9562","GTEX-1I1GT-1926-SM-ARU7D","Colon"
"9563","GTEX-1I1GT-2026-SM-CKZPK","Colon"
"9564","GTEX-1I1GU-0008-SM-EXUT7","Skin"
"9565","GTEX-1I1GU-0226-SM-AHZ2J","Adrenal Gland"
"9566","GTEX-1I1GU-0326-SM-AHZ2K","Pancreas"
"9567","GTEX-1I1GU-0426-SM-ARL7Y","Blood Vessel"
"9568","GTEX-1I1GU-0526-SM-B2LX2","Lung"
"9569","GTEX-1I1GU-0626-SM-CMKHR","Adipose Tissue"
"9570","GTEX-1I1GU-0726-SM-ARU7H","Testis"
"9571","GTEX-1I1GU-0826-SM-ARZM5","Thyroid"
"9572","GTEX-1I1GU-0926-SM-ACKVS","Skin"
"9573","GTEX-1I1GU-1026-SM-ADEHJ","Breast"
"9574","GTEX-1I1GU-1126-SM-A96S9","Prostate"
"9575","GTEX-1I1GU-1226-SM-A9SKT","Esophagus"
"9576","GTEX-1I1GU-1326-SM-ARZM6","Esophagus"
"9577","GTEX-1I1GU-1426-SM-B2LX3","Esophagus"
"9578","GTEX-1I1GU-1926-SM-ADEHK","Blood Vessel"
"9579","GTEX-1I1GU-2026-SM-CGQF8","Nerve"
"9580","GTEX-1I1GU-2126-SM-CGQF9","Muscle"
"9581","GTEX-1I1GU-2226-SM-CGQFA","Skin"
"9582","GTEX-1I1GU-2326-SM-CGQFB","Adipose Tissue"
"9583","GTEX-1I1GV-0005-SM-AHZ27","Blood"
"9584","GTEX-1I1GV-0011-R10a-SM-CE6S6","Brain"
"9585","GTEX-1I1GV-0011-R11a-SM-CJI3Z","Brain"
"9586","GTEX-1I1GV-0011-R1a-SM-CL559","Brain"
"9587","GTEX-1I1GV-0011-R2a-SM-ARZLF","Brain"
"9588","GTEX-1I1GV-0011-R3a-SM-CL557","Brain"
"9589","GTEX-1I1GV-0011-R5b-SM-CKZPD","Brain"
"9590","GTEX-1I1GV-0011-R6b-SM-ARU6Q","Brain"
"9591","GTEX-1I1GV-0011-R7a-SM-ARU6R","Brain"
"9592","GTEX-1I1GV-0011-R9b-SM-ARZLE","Brain"
"9593","GTEX-1I1GV-0126-SM-CL55G","Muscle"
"9594","GTEX-1I1GV-0226-SM-CM2TH","Nerve"
"9595","GTEX-1I1GV-0326-SM-ARL7L","Blood Vessel"
"9596","GTEX-1I1GV-0426-SM-ARZLX","Adipose Tissue"
"9597","GTEX-1I1GV-0526-SM-A9G29","Skin"
"9598","GTEX-1I1GV-0626-SM-ARL7M","Skin"
"9599","GTEX-1I1GV-0726-SM-ARZLY","Thyroid"
"9600","GTEX-1I1GV-0926-SM-B2LXM","Lung"
"9601","GTEX-1I1GV-1326-SM-A96SE","Heart"
"9602","GTEX-1I1GV-1426-SM-B2LXN","Heart"
"9603","GTEX-1I1GV-1826-SM-CNNR8","Adrenal Gland"
"9604","GTEX-1I1GV-1926-SM-CNPQH","Prostate"
"9605","GTEX-1I1GV-2026-SM-CNPQI","Esophagus"
"9606","GTEX-1I1GV-2226-SM-ARU7E","Esophagus"
"9607","GTEX-1I1GV-2426-SM-CGQFM","Breast"
"9608","GTEX-1I1GV-2526-SM-B2LXL","Testis"
"9609","GTEX-1I1GV-2926-SM-C1YS9","Pituitary"
"9610","GTEX-1I1GV-3026-SM-CNNR9","Brain"
"9611","GTEX-1I1GV-3126-SM-A96SF","Brain"
"9612","GTEX-1I1HK-0005-SM-ARZL8","Blood"
"9613","GTEX-1I1HK-0011-R10b-SM-CJI3M","Brain"
"9614","GTEX-1I1HK-0011-R11a-SM-B2LVN","Brain"
"9615","GTEX-1I1HK-0011-R1b-SM-CM2T7","Brain"
