Gene	X237L.Vneut	X237L.Bldneut	X244L.Vneut	X244L.Bldneut	X253L.Vneut	X253L.Bldneut	X270L.Vneut	X270L.Bldneut	X131_V.Neut	X131_Bld.Neut	X132_V.Neut	X132_Bld.Neut	X135_V.Neut	X135_Bld.Neut	X136_V.Neut	X136.Bld.Neut	X138L_V.Neut	X138L_Bld.Neut	X139L_V.Neut	X139L_Bld.Neut	X141_V.Neut	X141_Bld.Neut	X143_V.Neut	X143_Bld.Neut	X146_V.Neut	X146_Bld.Neut	X149_V.Neut	X149_Bld.Neut	X154_V.Neut	X154_Bld.Neut
IGSF9	1	0	3	0	0	0	1	3	0	1	0	0	37	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IGSF9B	1	2	4	25	2	3	3	3	0	26	0	15	0	9	28	8	0	4	0	5	173	2	0	21	0	3	0	9	0	40
IHH	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IK	444	2492	1216	1497	320	2257	16	1399	171	372	145	802	484	621	48	258	195	902	509	606	269	601	222	805	385	727	470	438	191	824
IKBIP	41	602	349	427	84	800	1	529	7	344	28	496	82	266	16	192	43	522	63	363	5	473	1	460	76	385	110	90	20	235
IKBKAP	225	182	43	218	38	285	3	55	17	21	2	43	19	37	1	2	33	38	0	23	0	28	0	21	63	24	17	46	0	36
IKBKB	271	375	735	749	780	713	1	218	112	148	203	484	862	436	222	112	615	507	0	314	2	636	382	852	530	390	462	207	548	1022
IKBKE	5	35	27	133	1	121	0	26	0	24	17	51	70	64	28	11	0	29	0	36	0	7	0	32	368	20	2	36	1	69
IKBKG	30	13	28	14	0	23	0	21	0	2	6	8	1	0	0	0	0	2	0	3	0	4	0	2	0	0	3	2	1	1
IKZF1	290	736	588	1076	168	977	1	527	293	358	134	966	647	764	93	103	156	855	200	527	221	763	0	874	0	719	397	358	122	1115
IKZF2	0	129	0	31	0	62	0	17	0	14	0	22	4	37	0	13	0	17	0	17	1	24	0	34	0	15	1	45	0	51
IKZF3	0	116	6	245	0	295	0	20	0	189	0	443	164	740	0	16	0	64	0	188	0	59	1	212	0	153	8	393	0	390
IKZF4	1	0	2	5	2	3	3	4	0	3	0	2	0	4	0	0	0	1	0	3	0	3	0	1	0	2	0	1	0	7
IKZF5	5	333	298	345	40	408	4	271	74	88	35	203	81	159	54	45	33	160	0	110	0	106	57	147	0	130	92	102	5	133
IL10	0	1	0	0	3	0	1	1	0	0	0	1	0	4	11	0	0	4	0	2	0	2	0	2	0	4	45	1	9	4
IL10RA	650	129	3608	769	936	749	1	104	552	178	707	625	633	747	1183	142	635	362	50	345	959	205	533	442	1	169	1167	267	553	682
IL10RB	373	946	1275	1192	303	1442	2	1198	107	308	117	648	547	639	225	676	228	713	43	108	258	788	286	1413	50	579	267	241	118	915
IL11	4	39	0	70	0	4	1	55	0	1	0	0	0	0	0	1	0	5	5	4	0	0	0	0	0	3	0	3	0	0
IL11RA	72	17	5	65	0	53	4	12	43	52	3	35	40	41	2	5	7	10	28	13	0	4	0	19	101	13	15	31	2	56
IL12A	0	1	0	4	0	9	0	0	0	1	0	4	2	4	0	3	0	0	0	0	0	0	0	1	0	0	0	2	0	2
IL12B	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IL12RB1	1	21	22	39	26	29	1	24	1	1	1	1	0	3	0	0	2	3	0	2	9	1	0	1	3	2	3	2	2	5
IL12RB2	100	0	0	16	0	11	10	2	0	0	0	20	8	11	0	7	1	0	0	6	1	0	2	6	0	3	3	1	0	3
IL13	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
IL13RA1	37	698	1049	780	76	1080	4	492	108	179	63	432	188	230	17	33	127	434	131	214	19	365	44	255	84	453	550	137	96	176
IL13RA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL15	0	5	0	4	34	17	1	5	0	2	0	19	0	42	0	1	0	8	0	7	0	9	0	9	0	3	1	19	5	7
IL15RA	1	27	29	75	1	28	12	59	0	13	12	85	21	74	0	17	0	19	0	46	0	32	0	68	0	33	58	42	20	81
IL16	109	1	5	1	2	2	1	1	31	0	0	3	1	3	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
IL17A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17B	3	34	0	22	0	8	2	86	0	8	0	3	0	0	0	4	3	27	0	23	0	0	4	0	2	12	0	15	0	2
IL17C	0	0	0	0	0	0	1	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17F	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IL17RA	627	3629	2871	3920	740	4832	12	4693	1519	1133	1062	2417	4136	2093	1035	2171	1705	2064	1654	1508	2480	1961	1453	3725	299	1930	2461	1163	762	4817
IL17RB	0	1	0	0	1	3	0	4	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
IL17RC	0	6	1	5	0	7	1	14	0	1	0	0	0	0	0	0	0	2	0	3	0	1	0	2	0	0	0	0	0	6
IL17RD	17	0	0	0	0	0	2	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17RE	0	0	0	0	0	0	7	1	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17REL	11	16	0	40	0	0	0	54	0	14	3	1	7	5	1	2	4	42	0	21	0	0	0	0	32	5	7	14	4	0
IL18	208	202	76	85	1	159	2	71	53	32	32	119	37	68	14	72	18	74	0	100	0	56	1	90	58	73	47	52	4	93
IL18BP	3	13	31	19	1	28	3	17	26	9	34	22	5	30	60	21	64	12	0	20	0	20	0	36	15	14	11	3	24	20
IL18R1	39	367	932	103	141	234	0	43	171	72	148	388	71	143	179	154	137	265	0	114	149	222	42	275	0	199	210	54	167	198
IL18RAP	524	1159	8609	889	459	1644	2	53	225	218	552	907	325	349	1099	501	581	722	312	248	783	573	263	957	270	485	247	68	446	432
IL19	0	22	0	20	0	1	13	44	0	3	0	1	0	1	0	0	0	23	6	9	0	0	0	0	0	4	0	7	0	0
IL1A	929	0	142	0	23	2	11	0	364	0	257	1	206	0	481	0	267	0	213	0	250	1	0	0	684	0	226	0	322	0
IL1B	28730	803	16086	1383	2346	1720	27	1029	12081	349	15583	702	9507	400	12006	475	14150	667	5902	307	11908	589	5964	1033	11242	773	16232	153	11357	443
IL1F10	1	8	0	11	1	0	4	9	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
IL1R1	450	92	1291	100	151	101	3	49	85	36	137	93	31	35	37	2	137	76	138	26	4	64	125	23	2	63	110	11	92	31
IL1R2	3292	1588	27150	1307	12756	1810	19	1805	8152	502	5639	1532	3932	670	14350	1297	7160	1181	2882	872	11383	1064	5392	1939	5726	893	9920	343	7229	1507
IL1RAP	214	369	1073	397	122	716	3	409	4	14	12	61	11	16	5	6	54	138	0	37	18	48	1	37	19	103	70	22	20	9
IL1RAPL1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1RAPL2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1RL1	0	88	1	21	0	15	1	4	8	16	0	54	8	23	9	9	0	36	0	43	1	51	0	47	0	41	9	46	0	65
IL1RL2	241	1	55	0	0	2	1	4	0	0	15	0	4	0	33	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0
IL1RN	6271	878	1144	912	259	1767	0	2029	771	326	681	787	798	430	835	275	2761	641	330	244	237	574	204	746	549	565	2125	199	1056	618
IL2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
IL20	0	7	0	5	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL20RA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL20RB	0	3	8	4	0	7	1	4	0	1	0	9	0	1	0	0	0	1	0	0	1	1	0	6	0	1	3	4	0	3
IL21	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IL21R	1	3	0	91	2	59	1	9	11	10	1	30	39	66	0	0	0	5	0	6	263	7	0	15	0	5	2	22	0	69
IL21R-AS1	0	1	0	0	0	1	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0
IL22	42	1	0	3	94	2	419	1	1	0	1	0	1	0	0	0	1	0	8	0	8	0	8	0	1	0	0	0	1	0
IL22RA1	1	0	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IL22RA2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL23A	1	20	0	22	0	6	0	30	0	1	0	2	0	1	0	1	0	5	0	0	0	0	0	0	1	0	1	4	0	0
IL23R	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IL24	0	57	0	60	2	5	6	99	4	36	0	5	0	5	1	5	0	95	0	50	0	0	0	0	11	15	0	33	0	0
IL25	1	15	0	15	0	2	6	15	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
IL26	0	12	0	5	0	0	4	11	0	20	0	4	0	0	0	0	16	21	0	35	0	0	0	0	2	11	2	19	0	0
IL27	0	97	27	136	1	48	0	197	17	40	30	15	20	13	32	17	51	61	0	61	0	16	0	25	1	23	23	29	3	21
IL27RA	0	9	3	166	0	146	0	12	0	21	0	54	58	88	0	11	0	6	0	19	24	6	0	26	0	20	0	19	0	52
IL28A	5	48	0	36	2	2	1	63	0	19	0	1	0	5	2	12	1	51	3	45	0	0	0	0	14	10	0	38	0	0
IL28B	0	3	0	12	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IL28RA	0	0	0	10	0	3	2	2	0	3	0	8	2	13	0	2	0	0	0	3	0	1	0	7	0	0	0	8	0	16
IL29	0	7	0	3	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IL2RA	0	80	0	31	0	6	1	7	0	3	0	3	3	15	7	5	0	2	0	0	0	3	0	3	0	0	0	3	0	22
IL2RB	2	13	2	518	0	717	0	55	50	47	0	270	140	239	8	18	0	31	0	124	0	17	93	81	66	85	25	119	25	289
IL2RG	575	1755	2631	2381	1087	2841	6	1796	159	289	146	617	405	488	78	83	365	621	197	378	227	483	1	556	203	453	937	300	172	630
IL3	9	53	0	30	0	8	12	84	6	27	0	6	0	11	0	11	6	115	0	63	0	0	0	1	19	17	0	41	0	0
IL31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL31RA	0	0	0	2	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL32	535	549	244	4180	473	3009	12	384	597	677	631	1139	3513	1910	1054	1453	861	650	1277	598	5	689	119	2067	502	935	420	1015	272	4652
IL33	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
IL34	4	43	0	33	0	15	0	31	0	3	0	3	6	8	0	0	16	4	0	4	0	9	0	1	0	3	0	19	0	8
IL36A	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IL36B	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL36G	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
IL36RN	4	74	1	47	0	5	7	69	0	13	0	0	0	1	0	0	0	28	0	11	0	0	0	0	0	6	0	13	0	0
IL37	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL3RA	24	21	27	20	6	27	0	18	5	0	3	2	1	3	7	1	0	7	3	1	7	1	0	8	55	1	4	1	0	2
IL4	1	0	0	0	0	2	0	6	0	0	0	0	0	1	0	3	0	3	0	3	0	0	0	9	0	4	0	0	0	5
IL4I1	6	114	0	158	0	17	9	110	0	73	0	13	2	27	0	17	10	211	0	155	0	0	0	1	44	74	3	116	0	0
IL4R	204	846	2186	1309	821	1987	16	1878	323	320	659	635	595	408	671	323	665	677	107	186	581	478	450	1018	541	614	717	219	345	1158
IL5	0	62	0	39	0	3	4	63	5	60	0	3	0	9	0	4	0	98	0	66	0	0	0	0	4	21	2	39	0	0
IL5RA	6	1125	1	305	1	302	0	128	0	269	0	388	114	570	1	95	34	95	0	176	0	405	0	360	1	421	6	460	0	410
IL6	973	1	4	2	0	3	1	0	297	0	0	0	13	5	47	0	34	0	0	1	130	0	0	0	0	1	39	0	12	4
IL6R	1208	2331	3233	3815	2570	4331	10	4465	177	473	824	1173	1349	824	237	181	1093	1159	579	694	932	1038	296	1471	138	725	1468	354	589	1836
IL6ST	818	68	124	196	3	161	1	70	223	73	26	161	128	139	154	57	85	88	0	81	334	51	225	179	126	84	48	37	58	152
IL7	2	0	0	11	0	15	3	0	0	0	0	4	2	22	0	0	0	2	0	2	0	0	0	2	0	5	0	0	0	10
IL7R	1	74	7	902	9	614	7	26	289	789	54	650	1013	1267	212	720	300	612	88	307	1	194	0	1321	0	468	64	746	60	813
IL8	280603	2933	284454	1277	89627	8728	297	510	46812	440	49888	861	26151	356	30994	661	109196	568	43982	1108	59738	737	14354	91	52371	531	45366	30	40380	388
IL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL9R	3	20	0	0	0	0	1	4	0	3	0	4	0	2	1	3	0	0	0	6	0	2	0	7	0	3	0	1	0	9
ILDR1	0	22	0	17	1	4	5	24	0	5	0	0	5	0	0	0	1	7	0	4	0	0	0	0	0	3	1	1	0	0
ILDR2	0	1	0	0	1	0	11	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
ILF2	95	195	131	213	37	391	0	61	59	44	18	179	112	289	32	49	107	73	0	132	0	117	114	214	2	101	54	144	21	235
ILF3	451	120	59	280	26	255	0	35	429	293	168	434	468	670	540	528	755	171	0	347	1	362	1	635	152	273	86	357	120	728
ILK	325	1154	831	1043	291	1052	7	772	230	234	253	610	413	519	234	547	162	467	269	350	250	565	88	884	379	363	232	315	82	916
ILKAP	131	183	65	118	39	244	2	86	24	93	4	112	40	113	7	46	42	103	32	125	0	87	0	145	0	89	13	102	4	92
ILVBL	20	27	0	58	2	10	1	91	10	21	0	4	0	11	0	4	12	28	0	44	31	1	0	0	9	11	2	13	1	7
IMMP1L	2	3	0	6	0	6	0	2	0	10	0	3	0	7	2	0	0	0	0	6	0	1	0	0	0	0	0	3	0	2
IMMP2L	54	7	0	19	0	17	0	2	11	13	0	9	2	9	12	3	0	6	49	3	1	0	0	8	0	2	3	8	0	14
IMMT	382	104	26	168	0	237	0	41	0	64	0	112	29	147	0	12	24	66	0	60	0	60	0	33	58	72	7	92	7	102
IMP3	1	8	0	15	0	7	0	12	0	8	0	6	1	3	0	2	0	15	0	18	0	1	1	2	0	4	0	11	0	0
IMP4	48	171	13	271	123	171	4	244	37	124	32	143	113	216	0	84	307	276	0	289	1	71	0	153	43	121	21	188	10	258
IMPA1	38	241	148	119	39	162	3	97	17	130	12	206	36	177	15	134	38	177	21	150	0	205	0	241	0	172	52	101	9	152
IMPA2	184	744	689	794	633	1258	4	1199	194	332	333	727	1119	506	1396	1214	459	634	108	505	436	736	1478	1446	88	642	366	287	253	1558
IMPACT	35	150	34	33	14	87	1	28	1	46	8	83	35	106	0	35	0	55	0	74	0	67	1	103	0	40	9	104	4	108
IMPAD1	170	79	12	94	5	137	1	25	261	86	0	129	77	181	13	70	21	67	0	126	0	54	62	74	0	43	29	138	5	93
IMPDH1	348	1398	1709	1488	626	1824	16	1802	300	409	469	1155	947	757	373	429	689	978	292	526	276	927	217	1453	293	957	1049	300	385	1634
IMPDH2	273	195	83	254	15	272	6	331	233	285	197	339	192	414	164	241	318	598	213	609	42	245	180	382	179	373	114	355	72	330
IMPG1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
IMPG2	1	6	1	6	1	5	5	1	0	0	2	4	0	1	0	0	0	3	0	1	0	3	0	1	0	3	0	0	0	3
INA	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
INADL	0	101	3	64	0	67	0	12	60	55	0	49	29	34	0	7	32	10	0	44	1	58	1	41	0	54	3	126	0	100
INCA1	0	18	1	13	0	10	0	14	0	3	2	3	0	0	0	0	0	6	0	4	6	2	0	2	0	3	0	6	2	1
INCENP	0	65	36	79	0	110	0	46	0	30	1	37	13	37	3	14	3	25	0	30	0	24	0	35	14	20	8	29	0	11
INF2	75	0	1	77	2	37	12	1	44	12	0	19	11	15	8	4	8	3	0	10	0	0	0	17	0	3	14	0	0	10
ING1	13	3	0	0	5	6	0	0	1	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	6	1	2	0	0
ING2	2	126	66	33	5	86	15	39	16	107	37	199	69	135	8	195	0	153	0	154	0	172	0	251	0	147	33	118	3	65
ING3	74	286	197	207	77	393	4	174	75	285	26	411	52	283	97	421	47	422	0	297	170	375	46	536	0	283	65	180	31	190
ING4	0	256	85	275	81	309	1	145	8	89	13	106	31	84	9	61	20	154	206	86	0	121	1	208	0	64	13	36	1	106
ING5	124	53	47	78	0	106	10	29	55	27	6	56	60	67	29	27	25	40	0	32	218	73	0	62	0	39	27	20	0	91
INGX	0	150	5	121	1	59	4	535	0	277	0	126	0	123	0	201	155	367	0	373	73	8	161	11	266	241	1	219	8	6
INHA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INHBA	3	0	3	0	7	1	1	1	40	0	15	8	0	0	5	0	1	0	0	5	0	2	0	0	0	0	9	2	0	3
INHBA-AS1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INHBB	0	17	103	13	40	8	0	26	0	0	10	22	4	1	15	1	23	24	135	1	0	9	0	6	0	16	21	1	5	1
INHBC	0	0	1	3	1	0	3	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	1	0	0	0	0
INHBE	0	10	0	10	0	0	1	22	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0
INIP	78	192	64	96	14	170	0	93	16	111	6	165	67	149	23	59	49	188	40	150	1	128	151	135	0	139	33	67	9	120
INMT	362	0	32	2	3	0	1	0	388	0	36	0	25	1	202	0	0	1	367	0	544	0	291	1	272	0	20	0	16	1
INO80	118	256	294	348	115	448	1	150	592	164	172	347	330	354	292	224	301	228	159	188	1	289	352	482	188	140	133	154	83	407
INO80B	276	230	90	227	38	367	0	253	56	71	33	152	83	137	11	26	52	143	0	70	87	147	0	157	0	86	76	63	18	140
INO80C	0	104	65	53	19	102	0	52	20	27	5	52	19	58	9	40	0	54	41	38	0	63	1	70	28	41	22	37	3	33
INO80D	177	193	153	183	0	310	0	90	274	183	187	456	203	319	211	84	15	332	0	265	2	404	1	478	247	303	250	151	186	551
INO80E	15	93	60	190	35	114	25	137	10	25	16	32	36	43	4	48	23	57	35	53	0	38	27	68	11	29	16	34	0	68
INPP1	63	244	148	113	95	112	6	55	29	52	25	74	20	68	3	4	0	28	0	44	0	64	27	28	29	69	15	93	0	101
INPP4A	183	150	419	283	2	332	1	141	52	209	150	389	181	287	168	218	304	323	180	175	0	302	76	437	0	272	397	186	104	495
INPP4B	0	1	0	33	0	23	0	2	0	8	0	7	0	11	0	1	0	0	0	1	0	1	0	2	0	3	0	7	0	8
INPP5A	292	897	910	587	64	691	1	439	130	106	117	266	116	146	52	59	147	256	191	150	139	243	40	173	95	154	184	98	75	153
INPP5B	306	904	37	301	47	591	5	220	195	376	2	324	149	514	71	516	94	188	95	309	0	570	394	675	0	286	59	430	12	501
INPP5D	798	2131	3186	1713	423	3361	4	1265	720	918	779	1840	865	1457	822	1079	720	1535	643	1284	1403	1650	1342	2239	1211	1134	1369	749	636	2154
INPP5E	31	11	0	30	0	19	0	3	12	12	0	23	2	32	8	4	0	3	0	10	0	14	36	27	0	21	11	8	3	59
INPP5F	0	13	5	26	1	13	2	4	0	4	0	11	8	19	0	1	0	5	0	9	0	9	0	1	0	4	2	4	1	5
INPP5J	1	30	0	38	0	4	3	43	0	4	0	0	0	0	0	0	0	21	0	5	0	1	0	2	0	2	1	1	0	0
INPP5K	215	983	998	659	105	1053	0	734	501	323	182	602	392	519	111	310	175	604	448	393	768	568	126	759	130	445	372	291	200	521
INPPL1	358	304	501	476	53	402	0	271	187	159	206	435	403	332	213	154	179	368	276	257	2	426	2	464	193	249	340	198	156	536
INS	1	44	0	69	0	1	10	58	0	16	0	3	0	0	0	3	3	63	41	30	0	0	0	0	0	8	0	23	0	0
INSC	0	3	22	17	15	15	0	20	0	28	16	184	31	35	17	166	0	106	0	21	140	87	2	176	0	41	68	20	0	66
INSIG1	165	62	104	102	34	138	1	215	32	42	41	74	79	55	61	14	42	136	0	42	74	91	85	112	81	66	103	45	25	83
INSIG2	10	38	30	42	11	32	1	32	0	5	1	10	1	2	0	0	1	7	0	4	0	2	0	3	6	9	5	6	0	2
INSL3	0	2	3	4	1	2	0	5	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0
INSL4	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSL5	2	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSL6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSM1	2	735	7	369	3	129	11	1022	0	543	0	162	4	167	0	157	74	887	0	850	44	4	0	7	106	473	0	433	0	5
INSM2	20	256	0	183	6	35	1	547	34	357	0	156	0	167	1	604	94	747	107	674	0	4	1	8	72	323	0	397	2	2
INSR	273	186	104	158	42	97	7	289	232	211	39	229	71	142	0	86	145	467	0	484	1	80	1	71	97	121	18	257	36	73
INSRR	0	1	0	3	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INTS1	151	113	143	148	30	110	1	68	162	99	392	445	642	431	686	583	357	293	0	193	195	461	628	688	295	258	379	145	153	680
INTS10	55	93	22	146	1	224	0	61	8	99	7	231	29	168	21	17	26	257	0	151	35	103	219	86	99	181	59	118	9	55
INTS12	0	234	281	199	193	246	1	96	60	52	21	135	13	105	25	98	0	99	0	90	0	172	0	198	29	73	43	64	22	149
INTS2	1	14	6	35	0	53	1	3	0	9	0	23	20	27	0	9	0	8	0	3	0	14	0	21	0	6	4	16	2	22
INTS3	160	105	148	209	127	395	1	182	3	14	17	50	13	29	0	3	5	58	90	24	0	27	1	20	0	17	45	8	3	23
INTS4	297	143	79	134	18	222	0	79	53	124	32	220	157	238	111	247	373	182	0	166	61	208	0	319	266	134	101	156	74	292
INTS4L2	1	0	0	3	1	0	0	13	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0
INTS6	452	276	432	270	135	343	8	213	3	40	86	204	98	102	38	11	123	158	0	62	65	112	2	74	61	104	210	65	36	155
INTS7	98	33	5	39	0	63	0	9	0	13	0	21	14	42	0	3	14	5	0	26	0	16	0	16	1	12	0	18	0	17
INTS8	478	596	425	439	67	836	4	357	29	128	37	270	103	199	8	36	25	331	0	164	1	208	51	196	43	201	129	106	25	180
INTS9	0	45	18	72	0	78	0	18	0	57	0	111	100	159	0	140	0	95	92	100	0	87	2	192	0	52	16	72	22	169
INTU	185	0	1	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1
INVS	983	53	39	114	12	91	5	38	0	25	23	41	45	77	29	2	142	40	0	38	0	25	6	54	187	39	29	41	0	99
IP6K1	95	672	822	689	126	1163	2	1382	14	74	19	172	46	74	9	6	101	255	69	107	1	141	15	76	56	183	138	49	17	91
IP6K2	1	313	204	294	90	486	0	332	0	28	5	35	15	17	1	1	8	73	0	26	20	17	2	6	0	67	32	21	8	22
IP6K3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPCEF1	69	779	332	537	67	829	2	356	54	256	32	560	132	360	21	36	71	482	0	266	1	332	0	327	0	272	161	264	43	300
IPMK	8	12	26	11	1	11	0	18	4	4	5	8	0	3	3	13	1	8	0	4	0	6	1	6	0	1	3	2	1	7
IPO11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPO13	147	81	16	118	0	66	2	66	0	28	0	76	36	99	21	118	0	74	1	42	0	56	0	101	0	40	26	36	0	121
IPO4	39	159	85	212	62	151	1	288	161	83	135	53	46	50	92	89	80	209	0	154	73	63	0	54	164	66	266	103	72	55
IPO5	175	36	8	81	0	180	1	13	67	30	3	63	26	88	7	6	0	13	1	33	0	9	0	23	0	19	6	48	5	48
IPO7	392	444	103	442	98	346	7	764	121	303	138	234	114	309	134	380	136	564	160	567	2	56	383	149	77	300	50	338	30	204
IPO8	127	269	130	194	26	413	1	157	33	139	5	257	43	237	2	56	3	183	154	173	0	162	0	209	0	123	42	95	0	130
IPO9	32	17	3	34	0	57	2	15	13	10	5	38	56	62	24	14	0	9	0	26	1	19	0	20	51	16	7	22	0	44
IPP	0	20	6	36	0	38	0	20	2	0	0	10	3	2	0	0	0	9	0	3	0	1	4	4	0	5	4	6	3	2
IPPK	22	322	63	239	57	120	7	630	51	248	50	160	36	162	58	197	185	582	0	537	39	95	0	121	35	299	36	311	31	100
IPW	47	1	0	9	0	25	4	0	0	5	0	5	0	7	0	2	0	2	3	4	0	0	1	7	0	4	0	6	0	13
IQCA1	0	1	1	0	0	2	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
IQCB1	32	718	24	479	17	162	22	899	0	822	0	382	27	453	0	489	151	1251	0	1400	176	133	0	93	151	770	29	904	3	104
IQCC	17	52	2	60	0	13	0	59	15	17	104	3	8	15	5	1	32	31	0	20	0	5	0	4	60	8	5	30	6	2
IQCD	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
IQCE	45	168	120	175	107	354	3	190	268	63	30	102	63	68	28	42	49	129	0	122	0	184	0	158	0	105	130	47	16	72
IQCF1	2	19	0	8	0	1	1	27	0	10	0	3	0	1	0	2	1	35	0	8	0	0	0	0	7	1	0	8	0	0
IQCF2	0	12	0	8	0	4	7	21	0	6	0	1	0	0	0	1	0	10	0	7	0	0	0	0	4	0	0	2	0	0
